id,vink_nr,vink_date,ground,street,city,result,season,kickoff,gate,ticket,countfor92,rating,club_id,away_club_id,user_id,created_at,updated_at,league_id,programme_link,ticket_link,latitude,longitude
233,233,2014-03-16 00:00:00,Old Trafford,Sir Matt Busby Way,Manchester,0-3,2013-2014,13:30,75225,50.0,false,3,10,8,1,2014-03-18 09:31:36.263559,2014-08-14 18:12:05.253135,1,"","",53.4629714,-2.2890041
130,123,2009-12-28 00:00:00,Griffin Park,Braemar Road. Brentford. Hounslow. United Kingdom,,1-1,2009-2010,15:00,8387,20.0,false,,47,24,1,2014-02-12 18:22:42.560699,2014-08-14 18:12:05.518899,3,,,51.4874292,-0.3023629
131,32,2006-02-11 00:00:00,Edgar Street,Edgar Street. Hereford. United Kingdom,,1-0,2005-2006,15:00,2555,10.0,false,,80,98,1,2014-02-12 18:22:42.574678,2014-08-14 18:12:05.866039,5,,,52.0617665,-2.718754
132,53,2006-11-18 00:00:00,St. Georges Lane,St Georges lane. Worcester. United Kingdom,,3-2,2006-2007,15:00,1053,10.0,false,,104,105,1,2014-02-12 18:22:42.589079,2014-08-14 18:12:06.277297,6,,,52.2045357,-2.2236763
133,67,2007-04-09 00:00:00,Hayes Lane,Letchworth Drive. Bromley. United Kingdom,,2-1,2006-2007,15:00,822,10.0,false,,106,107,1,2014-02-12 18:22:42.606631,2014-08-14 18:12:06.639308,7,,,51.391209,0.0157362
134,15,2005-04-15 00:00:00,Vetch Field,Madoc Street. Swansea. United Kingdom,,1-0,2004-2005,19:45,10602,15.0,true,,16,84,1,2014-02-12 18:22:42.620823,2014-08-14 18:12:06.946051,4,,,51.6170512,-3.950822
136,35,2006-03-10 00:00:00,Sixfields,Edgar Mobbs Way. Northampton. United Kingdom,,0-3,2005-2006,19:45,7045,15.0,true,,83,49,1,2014-02-12 18:22:42.648841,2014-08-14 18:12:07.846026,4,,,52.2357477,-0.9242608
137,84,2008-02-08 00:00:00,The Valley,Floyd Road. SE7. London. United Kingdom,,2-0,2007-2008,19:45,26202,17.0,false,,24,32,1,2014-02-12 18:22:42.662711,2014-08-14 18:12:08.283622,2,,,51.4869988,0.0338331
138,85,2008-02-16 00:00:00,The Valley,Floyd Road. SE7. London. United Kingdom,,2-2,2007-2008,15:00,26337,17.0,false,,24,45,1,2014-02-12 18:22:42.676689,2014-08-14 18:12:08.610935,2,,,51.4869988,0.0338331
139,68,2007-04-09 00:00:00,The Valley,Floyd Road. SE7. London. United Kingdom,,0-0,2006-2007,17:00,26271,17.0,false,,24,179,1,2014-02-12 18:22:42.690614,2014-08-14 18:12:09.247751,1,,,51.4869988,0.0338331
141,76,2007-09-14 00:00:00,Memorial Stadium,Alton Road. Bristol. United Kingdom,,0-3,2007-2008,19:45,11883,17.0,true,,73,37,1,2014-02-12 18:22:42.718658,2014-08-14 18:12:09.883386,3,,,51.4856163,-2.5816756
142,80,2007-10-27 00:00:00,The Valley,Floyd Road. SE7. London. United Kingdom,,0-1,2007-2008,15:00,236711,72.0,false,,24,13,1,2014-02-12 18:22:42.784581,2014-08-14 18:12:10.243314,2,,,51.4869988,0.0338331
143,132,2010-08-07 00:00:00,The Valley,Floyd Road. SE7. London,,1-0,2010-2011,15:00,16236,17.0,false,,24,22,1,2014-02-12 18:22:42.80442,2014-08-14 18:12:10.54666,3,,,51.4869988,0.0338331
147,160,2011-10-28 00:00:00,Brandywell,Brandywell Road. Londonderry. United Kingdom,,0-0,2011-2012,19:45,2164,5.5,false,,162,131,1,2014-02-12 18:22:42.861689,2014-08-14 18:12:10.976854,23,,,54.9910321,-7.3347364
148,161,2011-10-29 00:00:00,Shamrock Park,Brownstown Road. Craigavon. Verenigd Koninkrijk,,1-2,2011-2012,15:00,800,10.0,false,,164,143,1,2014-02-12 18:22:42.875904,2014-08-14 18:12:11.37874,24,,,54.4164245,-6.4565995
149,162,2011-10-29 00:00:00,Tolka Park,Richmond Road. Dublin. Ireland,,1-2,2011-2012,19:45,3277,15.0,false,,165,166,1,2014-02-12 18:22:42.890067,2014-08-14 18:12:11.581537,23,,,53.3275022,-6.2636143
152,141,2011-03-12 00:00:00,Dean Court,King's Park Drive. Bournemouth. Verenigd Koninkrijk,,1-3,2010-2011,15:00,10008,19.0,true,,22,44,1,2014-02-12 18:22:42.932334,2014-08-14 18:12:12.16818,3,,,50.7340219,-1.8321661
153,4,2003-12-28 00:00:00,Loftus Road,South Africa Road. London. United Kingdom,,2-0,2003-2004,15:00,15720,24.0,true,,13,51,1,2014-02-12 18:22:42.946341,2014-08-14 18:12:12.446394,3,,,51.5110879,-0.2294677
154,167,2012-02-26 00:00:00,Hillsborough,Leppings Lane. Sheffield,,1-0,2011-2012,13:00,36364,26.0,false,,63,62,1,2014-02-12 18:22:42.960114,2014-08-14 18:12:12.717802,3,,,53.41313,-1.5029213
155,165,2012-01-21 00:00:00,The Valley,Floyd Road. SE7. London. United Kingdom,,1-0,2011-2012,15.00,20,22.0,false,,24,62,1,2014-02-12 18:22:42.974159,2014-08-14 18:12:12.977019,3,,,51.4869988,0.0338331
156,164,2011-12-26 00:00:00,The Crabble,Crabble Road. Dover. United Kingdom,,1-1,2011-2012,15.00,1027,12.0,false,,169,120,1,2014-02-12 18:22:42.988848,2014-08-14 18:12:13.245535,7,,,51.1401906,1.2868657
159,154,2011-08-27 00:00:00,Holker Street,Holker Street Stadium. Wilkie Road. Barrow-in-Furness. Cumbria LA14 5UW,,1-2,2011-2012,15:00,1291,1.0,false,,147,155,1,2014-02-12 18:22:43.031367,2014-08-14 18:12:13.968847,5,,,54.1237595,-3.2352052
160,158,2011-09-23 00:00:00,Falmer,Village Way. Brighton. Verenigd Koninkrijk,,3-3,2011-2012,19:45,20646,30.0,false,,27,37,1,2014-02-12 18:22:43.045142,2014-08-14 18:12:14.395762,1,,,50.8607055,-0.0812815
161,152,2011-08-25 00:00:00,Ibrox,Edmiston Drive. Glasgow. UK,,1-1,2011-2012,19:45,32223,25.0,false,,138,153,1,2014-02-12 18:22:43.059367,2014-08-14 18:12:14.796676,21,,,55.852788,-4.3122744
162,155,2011-08-28 00:00:00,Vicarage Road,Vicarage Road. Watford. United Kingdom,,1-1,2011-2012,15:00,11937,26.0,false,,45,38,1,2014-02-12 18:22:43.073383,2014-08-14 18:12:15.180311,2,,,51.649097,-0.4057883
164,169,2012-04-06 00:00:00,The Camrose,Western Way. Basingstoke. United Kingdom,,0-3,2011-2012,15:00,1198,12.0,false,,175,176,1,2014-02-12 18:22:43.102117,2014-08-14 18:12:15.569505,7,,,51.2568976,-1.1128273
166,171,2012-04-07 00:00:00,St. Mary's Stadium,Britannia Road. Southampton. Hampshire SO14 5FP,,2-2,2011-2012,13:00,31743,35.0,true,,44,43,1,2014-02-12 18:22:43.130598,2014-08-14 18:12:15.900525,2,,,50.9067127,-1.3905711
167,172,2012-04-21 00:00:00,The Valley,Floyd Road. SE7. London,,2-1,2011-2012,15:00,18539,18.0,false,,24,67,1,2014-02-12 18:22:43.144391,2014-08-14 18:12:16.302697,3,,,51.4869988,0.0338331
168,173,2012-08-24 00:00:00,Ship Lane,Back Lane. Thurrock. United Kingdom,,1-4,2012-2013,19:45,110,8.0,false,,219,220,1,2014-02-12 18:22:43.15853,2014-08-14 18:12:16.661327,8,,,51.4887442,0.2662193
169,174,2012-08-25 00:00:00,The Shay,Hunger Hill. Halifax. United Kingdom,,5-1,2012-2013,15:00,1167,12.0,false,,98,112,1,2014-02-12 18:22:43.17417,2014-08-14 18:12:17.054655,6,,,53.7176283,-1.8588781
172,177,2012-09-28 00:00:00,Solitude,Cliftonville Street. Belfast. United Kingdom,,3-1,2012-2013,19:45,702,10.0,false,,143,223,1,2014-02-12 18:22:43.215897,2014-08-14 18:12:17.660057,24,,,54.6186757,-5.9475104
173,178,2012-09-29 00:00:00,Showgrounds,Hillmans Fancy. Coleraine. UK,,2-0,2012-2013,15:00,780,10.0,false,,222,224,1,2014-02-12 18:22:43.229806,2014-08-14 18:12:17.970595,24,,,55.1323128,-6.6610713
174,179,2012-09-29 00:00:00,Finn Park,Chestnut Road. Ballybofey. ireland,,1-2,2012-2013,19:45,550,10.0,false,,225,226,1,2014-02-12 18:22:43.243913,2014-08-14 18:12:18.389136,23,,,54.7987506,-7.779125
177,151,2011-08-24 00:00:00,Broadwood Stadium,Ardgoil Drive. Cumbernauld. United Kingdom,,0-4,2011-2012,19:45,1778,10.0,false,,151,152,1,2014-02-12 18:22:43.286743,2014-08-14 18:12:18.943103,26,,,55.9449743,-4.0339937
178,183,2012-12-09 00:00:00,Dens Park,Sandeman Street. Dundee. United Kingdom,,0-3,2012-2013,12:45,11419,20.0,false,,234,235,1,2014-02-12 18:22:43.301029,2014-08-14 18:12:19.197629,12,,,56.4752313,-2.9680461
179,148,2011-08-21 00:00:00,Langland Stadium,Langland Avenue. Malvern. United Kingdom,,0-0,2011-2012,15:00,131,0.0,false,,229,230,1,2014-02-12 18:22:43.314971,2014-08-14 18:12:19.524664,8,,,52.116077,-2.3059459
180,24,2005-10-08 00:00:00,Huish Park,Memorial Road. Yeovil. United Kingdom,,1-0,2005-2006,15:00,7578,16.0,true,,68,16,1,2014-02-12 18:22:43.32886,2014-08-14 18:12:19.785843,3,,,50.9493513,-2.6729912
182,181,2012-11-03 00:00:00,The Valley,Floyd Road. SE7. London. United Kingdom,,1-4,2012-2013,15:00,17736,20.0,false,,24,39,1,2014-02-12 18:22:43.357224,2014-08-14 18:12:20.401675,2,,,51.4869988,0.0338331
183,182,2012-12-08 00:00:00,Almondvale Stadium,Almondvale Stadium Road. Livingston. United Kingdom,,2-1,2012-2013,15:00,1495,17.0,false,,232,233,1,2014-02-12 18:22:43.371281,2014-08-14 18:12:20.540152,37,,,55.8866648,-3.5251593
184,184,2012-12-29 00:00:00,The Valley,Floyd Road. SE7. London. United Kingdom,,1-1,2012-2013,15:00,17761,20.0,false,,24,33,1,2014-02-12 18:22:43.385689,2014-08-14 18:12:20.92677,2,,,51.4869988,0.0338331
144,149,2011-08-22 00:00:00,Horsfall Stadium,moor top Road. Buttershaw. Bradford. United Kingdom,,1-0,2011-2012,19:45,354,9.0,false,,148,149,1,2014-02-12 18:22:42.818399,2014-08-14 18:12:21.233201,43,,,53.7562318,-1.7776326
157,157,2011-08-29 00:00:00,The Mill Field,Mill Road. Aveley. United Kingdom,,3-3,2011-2012,15:00,113,9.0,false,,158,159,1,2014-02-12 18:22:43.003295,2014-08-14 18:12:21.577339,43,,,51.5021821,0.2506388
146,159,2011-10-14 00:00:00,Bob Lucas Stadium,Radipole Lane. Weymouth. United Kingdom,,1-1,2011-2012,15:00,421,11.0,false,,160,161,1,2014-02-12 18:22:42.847442,2014-08-14 18:12:21.871533,43,,,50.6250156,-2.4779623
150,163,2011-12-26 00:00:00,Westbourne Stadium,Cheriton Road. Folkestone. United Kingdom,,8-0,2011-2012,13.00,1019,8.0,false,,167,168,1,2014-02-12 18:22:42.904265,2014-08-14 18:12:22.20122,44,,,51.0853018,1.1609428
175,180,2012-10-13 00:00:00,Chadfields,Chadfields. Tilbury. United Kingdom,,0-1,2012-2013,15:00,421,8.0,false,,227,228,1,2014-02-12 18:22:43.258682,2014-08-14 18:12:22.479565,44,,,51.4693705,0.3640872
151,166,2012-02-25 00:00:00,The Moat Ground,Moat Street. Swadlincote. United Kingdom,,2-0,2011-2012,15:00,357,8.0,false,,170,171,1,2014-02-12 18:22:42.918311,2014-08-14 18:12:23.160133,45,,,52.7621317,-1.5630041
165,170,2012-04-07 00:00:00,Mill Road,Mill Road. Arundel. Verenigd Koninkrijk,,1-5,2011-2012,19:30,527,5.0,false,,177,178,1,2014-02-12 18:22:43.116599,2014-08-14 18:12:23.506975,45,,,50.8568858,-0.6234338
185,185,2013-01-04 00:00:00,Rodney Parade,Rodney Road. Newport. United Kingdom,,1-1,2012-2013,19:45,3627,17.0,false,,186,103,1,2014-02-12 18:22:43.400004,2014-08-14 18:12:24.374245,5,,,51.5891219,-2.9910468
187,187,2013-01-27 00:00:00,Griffin Park,Braemar Road. brentford. UK,,2-2,2012-2013,12:00,12146,30.0,false,,47,5,1,2014-02-12 18:22:43.428617,2014-08-14 18:12:25.031594,8,,,51.4874292,-0.3023629
188,188,2013-02-02 00:00:00,Links Park,Wellington Street. Montrose. Angus DD10 8QD. United Kingdom,,2-2,2012-2013,15:00,326,11.0,false,,238,239,1,2014-02-12 18:22:43.442816,2014-08-14 18:12:25.393735,38,,,56.7139165,-2.4609939
189,189,2013-02-03 00:00:00,Starks Park,Bridgeway. Mill Street. Kirkcaldy. United Kingdom,,0-3,2012-2013,12:45,7144,17.0,false,,237,102,1,2014-02-12 18:22:43.457111,2014-08-14 18:12:25.70751,39,,,56.0985589,-3.1685813
190,190,2013-03-15 00:00:00,Fir Park,Fir Park Street. Motherwell. Scotland,,4-1,2012-2013,19:45,5108,19.0,false,,152,243,1,2014-02-12 18:22:43.470956,2014-08-14 18:12:26.02623,12,,,55.7799254,-3.9815328
191,191,2013-03-16 00:00:00,Gayfield Park,Queen's Drive. Arbroath. Scotland,,1-1,2012-2013,15:00,656,12.0,false,,240,241,1,2014-02-12 18:22:43.484564,2014-08-14 18:12:26.379811,40,,,56.5523548,-2.5961942
192,192,2013-03-17 00:00:00,Tannadice,Tannadice Street. Dundee. United Kingdom,,1-1,2012-2013,12:00,10731,22.0,false,,235,234,1,2014-02-12 18:22:43.498818,2014-08-14 18:12:26.625145,12,,,56.4739294,-2.9684927
194,194,2013-04-12 00:00:00,Kenilworth Road,Kenilworth Road. Luton. United Kingdom,,1-1,2012-2013,19:45,5662,18.0,false,,95,99,1,2014-02-12 18:22:43.528308,2014-08-14 18:12:26.75632,5,,,51.8844667,-0.4289792
196,200,2013-06-15 00:00:00,St. Colman's Park,Barrymore Avenue. Cobh. Ireland,,0-2,2013-2014,19:45,547,10.0,false,,247,226,1,2014-02-12 18:22:43.556044,2014-08-14 18:12:26.86829,23,,,51.8528166,-8.299353
199,197,2013-04-27 00:00:00,St. George's Lane,St Georges Ln N. Worcester. Worcestershire WR1. United Kingdom,,0-1,2012-2013,15:00,4075,12.0,false,,104,193,1,2014-02-12 18:22:43.598588,2014-08-14 18:12:27.143911,6,,,52.2045369,-2.2241339
200,198,2013-04-28 00:00:00,Aggborough Stadium,Griffin Road. Kidderminster. United Kingdom,,1-3,2012-2013,13:30,6202,14.0,false,,185,103,1,2014-02-12 18:22:43.61258,2014-08-14 18:12:27.304513,5,,,52.3802668,-2.2444068
201,199,2013-06-14 00:00:00,Turner's Cross,Turners Cross. Cork. Ireland,,1-0,2013-2014,19:45,1483,13.0,false,,166,140,1,2014-02-12 18:22:43.626164,2014-08-14 18:12:27.410854,23,,,51.8852642,-8.4685816
202,202,2013-08-14 00:00:00,Wembley Stadium,Royal Route. Wembley. UK,,3-2,2013-2014,19:45,80485,45.0,false,,248,249,1,2014-02-12 18:22:43.640402,2014-08-14 18:12:27.528891,11,,,51.5569073,-0.281952
203,203,2013-08-15 00:00:00,Belle Vue,Grange Road. Rhyl. United Kingdom,,5-5,2013-2014,18:45,500,10.0,false,,129,253,1,2014-02-12 18:22:43.654113,2014-08-14 18:12:27.627148,22,,,53.3198509,-3.4773902
206,205,2013-08-17 00:00:00,Elland Road,Elland Road. Leeds. United Kingdom,,1-1,2013-2014,12:15,23766,31.0,false,,37,63,1,2014-02-12 18:22:43.695462,2014-08-14 18:12:27.752917,2,,,53.7780634,-1.5712434
207,207,2013-08-18 00:00:00,Selhurst Park,holmesdale road. croydon. london. united kingdom,,0-1,2013-2014,13:30,28235,35.0,false,,32,17,1,2014-02-12 18:22:43.709646,2014-08-14 18:12:27.890772,1,,,51.3966087,-0.0859545
208,208,2013-08-31 00:00:00,Vale Park,Hamil Road. Stoke-on-Trent. United Kingdom,,1-3,2013-2014,15:00,12601,22.0,true,,86,20,1,2014-02-12 18:22:43.723574,2014-08-14 18:12:28.006631,3,,,53.0502892,-2.1895171
209,209,2013-09-01 00:00:00,Holloways Park,holloways park. Beaconsfield. hp9 2se. UK,,1-1,2013-2014,15:00,222,8.0,false,,258,259,1,2014-02-12 18:22:43.737327,2014-08-14 18:12:28.13299,8,,,,
210,210,2013-09-07 00:00:00,Catons Lane,Catons Lane. Saffron Walden. United Kingdom,,6-0,2013-2014,15:00,194,4.0,false,,260,261,1,2014-02-12 18:22:43.751335,2014-08-14 18:12:28.183626,41,,,,
211,212,2013-09-28 00:00:00,Royal Oak,Main Road. Harwich. United Kingdom,,5-0,2013-2014,15:00,50,2.0,false,,262,263,1,2014-02-12 18:22:43.765152,2014-08-14 18:12:28.248885,42,,,,
212,216,2013-10-13 00:00:00,Richmond Park,Emmet road. Dublin. Ireland,,2-0,2013-2014,17:15,3211,15.0,true,,268,269,1,2014-02-12 18:22:43.779193,2014-08-14 18:12:28.305685,23,,,,
214,215,2013-10-13 00:00:00,Carlisle Grounds,Carlisle Grounds. bray. ireland,,1-0,2013-2014,15:00,650,10.0,false,,266,267,1,2014-02-12 18:22:43.806746,2014-08-14 18:12:28.415012,23,,,,
215,214,2013-10-12 00:00:00,Dalymount Park,Dalymount Park. Dublin. Ireland,,1-1,2013-2014,19:45,1976,15.0,false,,131,141,1,2014-02-12 18:22:43.820533,2014-08-14 18:12:28.476438,23,,,,
216,211,2013-09-27 00:00:00,Roots Hall,Fairfax drive. Southend-on-Sea. United Kingdom,,1-1,2013-2014,19:45,5489,19.0,false,,89,73,1,2014-02-12 18:22:43.834248,2014-08-14 18:12:28.53592,4,,,,
217,217,2013-10-25 00:00:00,Victoria Park,Victoria Park. Dingwall. United Kingdom,,0-0,2013-2014,19:45,1,1.0,false,,270,271,1,2014-02-12 18:22:43.848075,2014-08-14 18:12:28.588681,12,,,,
218,218,2013-10-26 00:00:00,Glebe Park,Trinity Road. Brechin. United Kingdom,,3-1,2013-2014,15:00,765,15.0,false,,272,240,1,2014-02-12 18:22:43.862075,2014-08-14 18:12:28.7059,40,,,,
219,219,2013-10-27 00:00:00,Firhill Stadium,Firhill Road. Glasgow. United Kingdom,,1-2,2013-2014,12:45,7978,1.0,false,,273,102,1,2014-02-12 18:22:43.875856,2014-08-14 18:12:28.924484,12,,,55.8788091,-4.2687839
220,220,2013-12-14 00:00:00,Clarence Road,Clarence Road. St. Albans. United Kingdom,,1-2,2013-2014,15:00,887,12.0,false,,275,182,1,2014-02-12 18:22:43.889419,2014-08-14 18:12:29.174997,9,,,51.755063,-0.3205649
170,175,2012-08-26 00:00:00,Shielfield Park,Shielfield Park. Berwich. United Kingdom,,1-1,2012-2013,12:00,4140,0.0,false,,221,138,1,2014-02-12 18:22:43.187911,2014-08-14 18:12:29.778017,38,,,55.760262,-2.012318
204,204,2013-08-16 00:00:00,Look Local Stadium,Bracken Moore Lane. Stocksbridge. United Kingdom,,3-1,2013-2014,19:45,200,8.0,false,,254,196,1,2014-02-12 18:22:43.667864,2014-08-14 18:12:30.07231,43,,,53.4770719,-1.5882004
129,111,2009-08-17 00:00:00,Hurst Cross,Hurst Cross. Ashton-under-Lyne. United Kingdom,,2-3,2009-2010,19:45,142,8.0,false,,125,126,1,2014-02-12 18:22:42.546373,2014-08-14 18:12:30.382626,43,,,53.5007505,-2.0781495
83,124,2010-01-01 00:00:00,The Giant Axe,Hubert Place. Lancaster. United Kingdom,,3-1,2009-2010,15:00,395,7.0,false,,134,135,1,2014-02-12 18:22:41.887704,2014-08-14 18:12:30.640781,44,,,54.051079,-2.811887
193,193,2013-04-01 00:00:00,Kettering Road,Kettering Road. Stamford. United Kingdom,,4-1,2012-2013,15:00,583,8.0,false,,244,245,1,2014-02-12 18:22:43.513814,2014-08-14 18:12:31.283834,44,,,52.6420816,-0.4846808
205,206,2013-08-17 00:00:00,Dennyfield,Ainsbury Avenue. Thackley. United Kingdom,,1-3,2013-2014,15:00,78,8.0,false,,255,256,1,2014-02-12 18:22:43.681686,2014-08-14 18:12:31.614384,41,,,53.8496793,-1.7245705
176,156,2011-08-29 00:00:00,Stag Meadow,Talbot Court. Saint Leonard's Road. Windsor. United Kingdom,,0-1,2011-2012,11:30,159,6.0,false,,157,156,1,2014-02-12 18:22:43.27278,2014-08-14 18:12:31.936772,41,,,51.4713553,-0.6228793
198,196,2013-04-20 00:00:00,Underhill,Westcombe Drive,Barnet,1-0,2012-2013,15:00,6001,14.0,false,7,71,67,1,2014-02-12 18:22:43.584748,2014-08-14 18:12:32.302044,4,,,51.6471052,-0.1917215
225,225,2014-01-05 00:00:00,Pride Park,Derwent Parade,Derby,0-2,2013-2014,14:15,32110,25.0,true,3,33,5,1,2014-02-19 20:10:51.698708,2014-08-14 18:12:32.589834,8,"","",52.9149723,-1.4504244
224,224,2014-01-04 00:00:00,Moss Rose,Belgrave Road,Macclesfield,1-1,2013-2014,15:00,5837,16.0,false,4,81,63,1,2014-02-18 20:14:29.574178,2014-08-14 18:12:32.778813,8,"","",53.2440507,-2.1308982
221,221,2013-12-28 00:00:00,Cadbury Recreation Ground,Bournville Lane. Birmingham. B30 1LA. United Kingdom,"",7-0,2013-2014,14:00,30,0.0,false,3,277,278,1,2014-02-12 18:22:43.903045,2014-08-14 18:12:33.021007,41,"","",52.4267334,-1.9336072
3,5,2004-02-21 00:00:00,Old Trafford,Sir Matt Busby Way. Stretford. Manchester. United Kingdom,,1-1,2003-2004,12:30,67744,28.0,true,,10,37,1,2014-02-12 18:22:40.719804,2014-08-14 18:11:26.636479,1,,,53.4629714,-2.2890041
15,18,2005-05-07 00:00:00,Layer Road,Harp Meadow Lane. Colchester. United Kingdom,,2-1,2004-2005,15:00,4834,13.0,true,,51,91,1,2014-02-12 18:22:40.891137,2014-08-14 18:11:31.343938,3,,,51.8748377,0.8830176
25,30,2006-01-14 00:00:00,Highbury,Avenell Road. London. United Kingdom,,7-0,2005-2006,15:00,38186,30.0,true,,1,39,1,2014-02-12 18:22:41.079289,2014-08-14 18:11:34.306248,1,,,51.55819,-0.1019043
34,41,2006-04-29 00:00:00,The Valley,Floyd Road. SE7. London. United Kingdom,,0-2,2005-2006,17:15,26254,25.0,false,,24,3,1,2014-02-12 18:22:41.205627,2014-08-14 18:11:37.188617,1,,,51.4869988,0.0338331
44,43,2006-07-15 00:00:00,Underhill,Westcombe Drive. Barnet. United Kingdom,,0-0,2006-2007,15:00,45931,151.0,false,,71,1,1,2014-02-12 18:22:41.345009,2014-08-14 18:11:40.937299,11,,,51.6471052,-0.1917215
47,61,2007-03-10 00:00:00,Elland Road,Elland Road. Leeds. United Kingdom,,1-0,2006-2007,15:00,27138,15.0,true,,37,95,1,2014-02-12 18:22:41.385936,2014-08-14 18:11:41.90298,2,,,53.7780634,-1.5712434
54,51,2006-10-15 00:00:00,Home Park,Mayflower Drive. Plymouth. United Kingdom,,3-1,2006-2007,13:15,13622,22.0,true,,85,33,1,2014-02-12 18:22:41.483332,2014-08-14 18:11:43.204891,2,,,50.3867225,-4.1537289
63,75,2007-08-16 00:00:00,Priestfield,Redfern Avenue. Gillingham. United Kingdom,,0-2,2007-2008,15:00,6416,23.0,true,,79,65,1,2014-02-12 18:22:41.607932,2014-08-14 18:11:45.480805,3,,,51.3856466,0.5605254
73,113,2009-08-19 00:00:00,Anfield Road,Anfield Road. Liverpool. United Kingdom,,4-0,2009-2010,19:45,44318,36.0,true,,8,14,1,2014-02-12 18:22:41.747637,2014-08-14 18:11:48.190166,1,,,53.431869,-2.9612167
85,102,2008-12-28 00:00:00,Broadfield Stadium,Anglesey Close. Crawley. Verenigd Koninkrijk,,1-0,2008-2009,15:00,1479,12.0,true,,76,120,1,2014-02-12 18:22:41.915553,2014-08-14 18:11:51.354496,5,,,51.1003818,-0.1982814
94,103,2009-01-27 00:00:00,The Valley,Floyd Road. SE7. London,,1-0,2008-2009,19:45,20627,25.0,false,,24,32,1,2014-02-12 18:22:42.045865,2014-08-14 18:11:54.524697,2,,,51.4869988,0.0338331
97,99,2008-11-30 00:00:00,Eastlands,Rowsley Street. Manchester. United Kingdom,,0-1,2008-2009,13:30,47320,42.0,true,,9,10,1,2014-02-12 18:22:42.08949,2014-08-14 18:11:55.469506,1,,,53.4829255,-2.2044997
106,116,2009-08-22 00:00:00,Christie Park,Christie Avenue. Morecambe. United Kingdom,,2-2,2009-2010,15:00,1757,12.0,true,,82,81,1,2014-02-12 18:22:42.21737,2014-08-14 18:11:58.199385,4,,,54.0666011,-2.8463527
117,133,2010-08-13 00:00:00,Brisbane Road,Brisbane Road. London. Verenigd Koninkrijk,,1-2,2010-2011,19:45,5535,22.0,false,,55,24,1,2014-02-12 18:22:42.375556,2014-08-14 18:12:01.624765,3,,,51.5601899,-0.0127137
127,119,2009-09-26 00:00:00,The Valley,Floyd Road. SE7. London,,2-1,2009-2010,15:00,16867,13.0,false,,24,52,1,2014-02-12 18:22:42.517402,2014-08-14 18:12:04.55746,3,,,51.4869988,0.0338331
135,25,2005-10-29 00:00:00,The Valley,Floyd Road. SE7. London. United Kingdom,,0-1,2005-2006,15:00,26175,20.0,false,,24,4,1,2014-02-12 18:22:42.634783,2014-08-14 18:12:07.39229,1,,,51.4869988,0.0338331
227,227,2014-01-25 00:00:00,Roots Hall,Victoria Avenue,Southend-on-Sea,0-2,2013-2014,15:00,10250,20.0,false,4,89,35,1,2014-02-19 20:15:06.433579,2014-08-14 18:12:34.517235,8,"","",51.5492954,0.7045402
226,226,2014-01-24 00:00:00,Griffin Park,Braemar Road,Brentford,2-1,2013-2014,19:45,7713,10.0,false,5,47,79,1,2014-02-19 20:13:16.301851,2014-08-14 18:12:34.893013,3,"","",51.4874292,-0.3023629
222,223,2013-12-29 00:00:00,The Valley,Floyd Road. SE7. London. United Kingdom,"",1-1,2013-2014,15:00,16377,24.0,false,3,24,63,1,2014-02-12 18:22:43.916734,2014-08-14 18:12:35.159305,2,"","",51.4869988,0.0338331
228,228,2014-02-21 00:00:00,Dean Street,Dean Street,Shildon,3-0,2013-2014,19:45,151,6.0,false,4,287,288,1,2014-02-26 20:04:43.75643,2014-08-14 18:12:35.527966,43,https://dl.dropboxusercontent.com/u/45762137/Football/england/shildon/programme.jpeg,"",54.6333672,-1.6494531
229,229,2014-02-22 00:00:00,Croft Park,Plessey Road,Blyth,0-1,2013-2014,15:00,395,10.0,false,3,290,289,1,2014-02-26 20:09:07.629248,2014-08-14 18:12:35.838003,43,https://dl.dropboxusercontent.com/u/45762137/Football/england/blythspartans/programme.jpeg,"",55.1172257,-1.5140631
243,235,2014-03-30 00:00:00,Tynecastle,Gorgie Road,Edinburgh,2-0,2013-2014,12:45,16873,35.0,false,5,101,243,1,2014-04-08 14:01:19.126439,2014-08-14 18:12:36.154337,12,"",https://dl.dropboxusercontent.com/u/45762137/Football/scotland/hearts/ticket.jpeg,55.9355854,-3.2423816
242,234,2014-03-29 00:00:00,Central Park,Hall Street,Cowdenbeath,1-1,2013-2014,15:00,497,15.0,false,4,297,293,1,2014-04-08 13:58:46.880718,2014-08-14 18:12:36.465708,37,https://dl.dropboxusercontent.com/u/45762137/Football/scotland/cowdenbeath/programme.jpeg,"",56.1108857,-3.344954
232,232,2014-03-15 00:00:00,Wellesley Stadium,Sandown Road,Great Yarmouth,0-1,2013-2014,18:00,153,6.0,false,2,329,330,1,2014-03-18 09:29:51.988516,2014-08-14 18:12:36.723534,41,https://dl.dropboxusercontent.com/u/45762137/Football/england/greatyarmouth/programme.jpg,"",52.613583,1.7352443
244,236,2014-04-18 00:00:00,Ashton Gate,Ashton Gate,Bridtol,2-1,2013-2014,15:00,13427,21.0,false,4,29,57,1,2014-04-21 17:22:12.704678,2014-08-14 18:12:37.043815,3,"",https://dl.dropboxusercontent.com/u/45762137/Football/england/bristolcity/ticket_bristol.jpeg,51.4416679,-2.6214231
